,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Thorselliaceae;NA;NA;,0.000030,0.000045,0.000013,0.000024,0.000047,0.000002,0.000029,0.000022,0.000063,0.000007,0.000031,0.000036,0.000024,0.000021,0.000011,0.000022,0.000010,0.000024
Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae;NA;NA;,0.000030,0.000039,0.000044,0.000067,0.000051,0.000021,0.000051,0.000176,0.000068,0.000032,0.000024,0.000030,0.000026,0.000038,0.000048,0.000013,0.000019,0.000014
Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;NA;NA;,0.000030,0.000037,0.000048,0.000021,0.000027,0.000023,0.000037,0.000006,0.000003,0.000005,0.000003,0.000030,0.000008,0.000038,0.000011,0.000009,0.000019,0.000014
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Naemateliaceae;NA;NA;,0.000030,0.000005,0.000004,0,0.000005,0.000014,0,0.000003,0,0,0,0,0.000002,0.000004,0.000003,0,0,0
Archaea;Euryarchaeota;Candidatus Methanoliparia;Candidatus Methanoliparales;Candidatus Methanollivieraceae;NA;NA;,0.000030,0.000076,0.000031,0.000029,0.000008,0.000019,0.000004,0.000006,0.000017,0.000014,0.000007,0.000042,0.000030,0.000042,0.000021,0,0,0.000017
Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Lacipirellulaceae;NA;NA;,0.000030,0.000010,0.000149,0.000014,0.000281,0.000016,0.000015,0.000009,0.000063,0.000023,0.000028,0.000003,0.000016,0.000017,0.000011,0,0.000006,0.000017
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;NA;NA;,0.000028,0.000073,0.000118,0.000010,0.000039,0.000005,0.000037,0.000009,0.000014,0.000002,0.000021,0.000027,0.000005,0.000084,0.000011,0.000013,0.000006,0.000007
Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;NA;NA;,0.000028,0.000050,0.000048,0.000043,0.000036,0.000016,0.000022,0.000018,0,0.000011,0.000045,0.000054,0.000008,0.000067,0.000011,0.000031,0.000026,0.000010
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;NA;NA;,0.000028,0.000047,0.000022,0.000029,0.000052,0.000009,0.000018,0.000049,0.000034,0.000011,0.000014,0.000027,0.000021,0.000126,0.000008,0,0.000013,0.000038
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;NA;NA;,0.000028,0.000050,0.000109,0.000045,0.000064,0.000002,0.000004,0,0.000006,0.000103,0.000108,0.000111,0.000120,0.000230,0.000008,0.000003,0,0.000007
Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;Gigasporaceae;NA;NA;,0.000028,0.000060,0.000079,0.000019,0.000058,0.000028,0.000103,0.000022,0.000034,0.000014,0.000080,0.000066,0.000016,0.000092,0.000038,0.000009,0.000051,0.000010
Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Thermithiobacillaceae;NA;NA;,0.000028,0.000026,0.000026,0.000055,0.000015,0.000007,0.000051,0.000582,0.000037,0.000055,0.000052,0.000039,0.000034,0.000038,0.000008,0.000106,0.000080,0.000094
Eukaryota;Parabasalia;NA;Trichonymphida;Teranymphidae;NA;NA;,0.000028,0.000016,0.000074,0.000019,0.000002,0,0,0.000003,0,0.000021,0.000112,0.000009,0,0.000021,0,0,0.000010,0
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;NA;NA;,0.000028,0.000016,0.000018,0.000029,0.000137,0.000012,0.000022,0.000015,0.000034,0.000011,0.000021,0.000036,0.000026,0.000054,0.000016,0,0,0.000007
Eukaryota;Ascomycota;Dothideomycetes;NA;Gloniaceae;NA;NA;,0.000028,0.000013,0.000004,0,0.000010,0.000002,0,0.000006,0.000003,0,0.000003,0.000009,0.000002,0.000013,0.000008,0,0,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;NA;NA;,0.000028,0.000097,0.000026,0.000055,0.000081,0.000023,0.000022,0.000018,0.000011,0.000810,0.000031,0.000102,0.000273,0.000159,0.000043,0,0.000019,0.000014
Eukaryota;Parabasalia;NA;Hypotrichomonadida;Hypotrichomonadidae;NA;NA;,0.000028,0.000008,0.000070,0.000043,0.000002,0,0,0.000003,0,0.000021,0.000070,0.000009,0,0.000004,0.000003,0,0.000016,0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;NA;NA;,0.000028,0.000013,0.000018,0.000031,0.000005,0.000014,0.000015,0.000022,0.000017,0.000009,0.000010,0.000012,0.000021,0,0.000013,0.000022,0.000058,0.000070
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae;NA;NA;,0.000028,0.000021,0.000026,0.000048,0.000024,0.000007,0.000055,0.000120,0.000051,0.000057,0.000010,0.000015,0.000056,0.000038,0.000013,0.000088,0.000106,0.000101
Bacteria;Cyanobacteria;NA;Oscillatoriales;Cyanothecaceae;NA;NA;,0.000028,0.000039,0.000013,0.000048,0.000036,0.000042,0.000015,0.000117,0.000017,0.000046,0.000084,0.000084,0.000166,0.000096,0.000121,0.000022,0.000058,0.000007
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;NA;NA;,0.000028,0.000018,0.000035,0.000064,0.000052,0.000033,0.000055,0.000028,0.000060,0.000043,0.000010,0.000063,0.000032,0.000013,0.000032,0.000050,0.000013,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;NA;NA;,0.000025,0.000039,0.000009,0.000019,0.000064,0.000023,0.000018,0.000025,0.000006,0.000055,0.000052,0.000024,0.000008,0.000050,0.000008,0.000006,0.000013,0
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;NA;NA;,0.000025,0.000024,0.000026,0.000002,0.000019,0.000023,0.000051,0.000009,0.000003,0.000009,0.000017,0.000027,0.000011,0.000113,0.000024,0.000013,0.000006,0.000007
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;NA;NA;,0.000025,0.000042,0.000022,0.000031,0.000044,0.000012,0.000040,0.000015,0.000029,0.000007,0.000028,0.000069,0.000013,0.000067,0.000019,0.000009,0.000006,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;NA;NA;,0.000025,0.000013,0.000018,0.000021,0.000012,0.000026,0.000051,0.000003,0,0.000005,0.000024,0.000027,0.000008,0.000025,0.000021,0,0.000013,0
Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;Sigmoideomycetaceae;NA;NA;,0.000025,0.000026,0.000022,0.000012,0.000017,0.000005,0.000029,0.000003,0.000017,0.000014,0.000017,0.000027,0.000006,0.000046,0.000008,0.000022,0.000003,0.000014
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;NA;NA;,0.000025,0.000097,0.000053,0.000026,0.000042,0.000028,0.000121,0.000009,0.000020,0.000005,0.000014,0.000045,0.000016,0.000092,0.000013,0.000034,0.000067,0.000021
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;NA;NA;,0.000025,0,0,0,0,0.000014,0,0,0,0,0.000003,0.000009,0.000014,0,0.000003,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;NA;NA;,0.000025,0.000047,0.000057,0.000010,0.000047,0.000009,0.000007,0.000012,0.000009,0.000041,0.000017,0.000048,0.000002,0.000088,0.000094,0,0.000032,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylothermaceae;NA;NA;,0.000025,0.000042,0.000066,0.000040,0.000032,0.000016,0.000118,0.000206,0.000154,0.000141,0.000052,0.000015,0.000021,0.000071,0.000032,0.000138,0.000048,0.000098
Eukaryota;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;NA;NA;,0.000023,0.000047,0.000053,0.000019,0.000019,0.000035,0.000055,0,0.000003,0.000021,0.000042,0.000030,0.000019,0.000071,0.000016,0.000003,0.000013,0.000014
Eukaryota;Euglenozoa;Kinetoplastea;Eubodonida;Bodonidae;NA;NA;,0.000023,0.000073,0.000096,0.000010,0.000034,0.000019,0.000004,0.000003,0.000003,0.000005,0.000003,0.000027,0,0.000042,0.000016,0.000006,0.000006,0.000007
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;NA;NA;,0.000023,0.000045,0.000022,0.000007,0.000007,0.000007,0.000015,0.000037,0.000009,0.000009,0.000003,0.000006,0.000010,0.000021,0.000011,0.000006,0.000010,0.000007
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Udoteaceae;NA;NA;,0.000023,0.000016,0.000004,0,0,0.000005,0,0,0,0.000007,0.000010,0.000009,0.000003,0,0.000008,0,0.000013,0.000003
Eukaryota;Microsporidia;NA;NA;Tubulinosematidae;NA;NA;,0.000023,0.000008,0.000004,0.000005,0.000015,0.000002,0.000018,0,0,0.000002,0.000021,0.000015,0.000002,0.000029,0,0,0,0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;NA;NA;,0.000023,0.000055,0.000035,0.000076,0.000025,0.000087,0.000062,0.000034,0.000251,0.000016,0.000052,0.000033,0.000050,0.000096,0.000003,0,0.000122,0.000115
Eukaryota;Ciliophora;Oligohymenophorea;Peniculida;Parameciidae;NA;NA;,0.000023,0.000050,0.000066,0.000062,0.000034,0.000028,0.000055,0.000114,0.000171,0.000009,0.000080,0.000054,0.000011,0.000096,0.000048,0.000006,0.000006,0.000017
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;NA;NA;,0.000023,0.000031,0.000031,0.000031,0.000030,0.000016,0.000051,0.000096,0.000054,0.000041,0.000063,0.000075,0.000014,0.000029,0.000051,0.000013,0.000016,0.000035
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;NA;NA;,0.000023,0.000021,0.000004,0.000002,0.000122,0.000009,0.000004,0.000003,0.000009,0.000018,0.000007,0.000009,0.000005,0.000004,0.000003,0,0,0.000003
Bacteria;Spirochaetes;Spirochaetia;Brevinematales;Brevinemataceae;NA;NA;,0.000023,0.000065,0.000053,0.000078,0.000027,0.000054,0.000026,0.000025,0.000057,0.000041,0.000031,0.000042,0.000067,0.000034,0.000110,0,0.000045,0.000070
Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;NA;,0.000023,0,0.000004,0.000002,0.000002,0,0,0.000006,0.000017,0.000002,0,0.000006,0.000002,0.000004,0.000003,0,0.000003,0.000003
Eukaryota;NA;NA;Jakobida;Stygiellidae;NA;NA;,0.000023,0.000039,0.000088,0.000012,0.000022,0.000009,0.000011,0.000009,0.000003,0.000007,0.000017,0.000054,0.000005,0.000046,0.000008,0.000003,0.000010,0
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;NA;NA;,0.000021,0.000005,0.000044,0.000024,0.000014,0.000033,0.000037,0.000037,0.000029,0.000007,0.000017,0.000039,0.000022,0.000025,0.000008,0.000003,0.000013,0.000017
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliellaceae;NA;NA;,0.000021,0.000071,0.000066,0.000005,0.000032,0.000009,0.000004,0,0,0.000002,0.000003,0.000042,0.000002,0.000038,0.000008,0,0,0
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;NA;NA;,0.000021,0.000005,0.000018,0.000007,0.000008,0,0.000004,0.000006,0.000048,0,0.000003,0.000012,0,0.000008,0,0.000006,0.000051,0
Eukaryota;Microsporidia;NA;NA;Enterocytozoonidae;NA;NA;,0.000021,0.000034,0.000044,0.000012,0.000036,0.000007,0.000029,0.000003,0.000014,0.000007,0.000017,0.000036,0.000002,0.000088,0.000027,0,0.000006,0.000003
Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;NA;NA;,0.000021,0.000065,0.000013,0.000005,0.000083,0.000021,0.000018,0.000009,0.000006,0.000005,0.000028,0.000147,0.000045,0.000084,0.000021,0.000003,0.000010,0.000049
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;NA;NA;,0.000021,0.000063,0.000079,0.000010,0.000030,0.000026,0.000051,0.000028,0.000017,0.000018,0.000024,0.000075,0.000019,0.000071,0.000024,0.000025,0.000010,0.000007
Eukaryota;Imbricatea;NA;Euglyphida;Paulinellidae;NA;NA;,0.000021,0.000018,0.000018,0.000019,0.000044,0.000035,0.000007,0.000055,0.000020,0.000007,0.000010,0.000021,0.000016,0.000017,0.000035,0,0.000026,0.000014
Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;NA;NA;,0.000021,0.000008,0.000013,0.000002,0.000012,0.000002,0,0.000012,0.000003,0.000007,0.000003,0.000021,0,0.000017,0,0.000009,0.000003,0
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;NA;NA;,0.000021,0.000018,0.000004,0.000007,0.000005,0.000002,0.000007,0.000003,0.000009,0.000016,0.000007,0.000012,0.000003,0.000042,0.000003,0.000009,0.000010,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Rarobacteraceae;NA;NA;,0.000021,0,0.000009,0.000002,0.000005,0.000007,0.000088,0.000006,0,0.000009,0.000003,0.000015,0.000002,0.000004,0.000005,0.000003,0.000003,0.000007
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;NA;NA;,0.000021,0.000013,0.000009,0.000005,0.000030,0.000002,0,0.000009,0.000003,0.000002,0,0.000075,0.000014,0,0.000003,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;NA;NA;,0.000021,0.000008,0.000039,0.000067,0.000015,0.000049,0.000004,0.000003,0.000009,0.000007,0.000021,0.000021,0.000030,0.000008,0.000008,0.000006,0.000051,0.000080
Bacteria;Actinobacteria;Actinobacteria;Cryptosporangiales;Cryptosporangiaceae;NA;NA;,0.000021,0.000037,0.000035,0.000107,0.000096,0.000042,0.000011,0.000111,0.000288,0.000014,0.000066,0.000021,0.000026,0.000034,0.000051,0.000003,0.000010,0.000220
Bacteria;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae;NA;NA;,0.000021,0.000037,0.000018,0.000086,0.000024,0.000063,0.000088,0.000074,0.000083,0.000037,0.000042,0.000081,0.000093,0.000080,0.000054,0.000031,0.000039,0.000042
Eukaryota;Euglenozoa;Kinetoplastea;NA;Ichthyobodonidae;NA;NA;,0.000021,0.000055,0.000109,0.000005,0.000022,0.000014,0.000022,0.000003,0.000009,0.000005,0.000003,0.000066,0,0.000063,0.000008,0,0.000006,0.000003
Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;NA;NA;,0.000021,0.000029,0.000009,0.000038,0.000010,0.000007,0.000169,0.000015,0.000011,0.000032,0.000014,0.000009,0.000026,0.000008,0.000064,0,0.000058,0.000098
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Motilibacteraceae;NA;NA;,0.000021,0.000013,0.000018,0.000017,0.000015,0.000028,0,0.000012,0.000037,0.000025,0.000003,0.000009,0.000011,0.000008,0.000005,0,0.000029,0.000003
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;NA;NA;,0.000021,0.000013,0.000013,0,0.000019,0.000007,0.000011,0.000003,0.000029,0.000007,0.000017,0.000018,0.000014,0.000034,0.000003,0.000006,0.000006,0.000007
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Lichenibacteriaceae;NA;NA;,0.000021,0.000034,0.000092,0.000010,0.000073,0.000016,0.000022,0.000388,0.000014,0.000034,0.000028,0.000015,0.000010,0.000008,0.000011,0.000003,0.000045,0.000094
Eukaryota;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;NA;NA;,0.000019,0.000065,0.000048,0.000007,0.000041,0.000009,0.000015,0.000012,0.000023,0,0.000014,0.000033,0.000002,0.000084,0.000021,0.000006,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;NA;NA;,0.000019,0.000005,0.000026,0.000119,0.000003,0.000007,0,0.000012,0.000009,0.000016,0.000024,0.000015,0.000019,0.000029,0,0,0.000019,0.000017
Eukaryota;Ascomycota;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;NA;NA;,0.000019,0.000071,0.000048,0.000012,0.000025,0.000012,0.000040,0.000003,0.000003,0.000007,0.000007,0.000045,0.000003,0.000050,0.000030,0.000003,0.000016,0
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Tetrabaenaceae;NA;NA;,0.000019,0.000045,0.000048,0.000048,0.000020,0.000030,0.000055,0.000003,0.000011,0.000005,0.000056,0.000060,0.000008,0.000004,0.000016,0,0.000045,0
Eukaryota;Ascomycota;Dothideomycetes;NA;Zopfiaceae;NA;NA;,0.000019,0.000010,0.000009,0.000012,0.000029,0.000002,0.000033,0.000034,0.000009,0.000011,0.000007,0.000006,0.000005,0,0,0.000019,0.000010,0.000010
Eukaryota;Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;NA;NA;,0.000019,0,0,0,0.000002,0.000019,0.000004,0.000009,0.000003,0.000034,0.000003,0.000039,0.000081,0,0.000005,0.000084,0.000003,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;NA;NA;,0.000019,0.000003,0.000009,0.000014,0,0.000016,0.000011,0,0.000006,0.000064,0.000003,0.000018,0.000045,0.000004,0,0,0.000058,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;Celerinatantimonadaceae;NA;NA;,0.000019,0.000047,0.000070,0.000152,0.000020,0.000016,0.000015,0.000022,0.000060,0.000055,0.000010,0.000036,0.000050,0.000080,0.000021,0.000003,0.000039,0.000024
Eukaryota;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;NA;NA;,0.000019,0.000010,0.000013,0.000048,0.000041,0.000009,0.000011,0.000006,0.000011,0,0.000031,0.000048,0.000010,0.000042,0.000003,0.000013,0.000003,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;NA;NA;,0.000019,0.000047,0.000039,0.000007,0.000047,0.000009,0.000007,0.000037,0.000003,0.000005,0.000007,0.000117,0.000085,0.000050,0.000043,0.000006,0.000003,0.000003
Eukaryota;Parabasalia;NA;Tritrichomonadida;Dientamoebidae;NA;NA;,0.000019,0.000013,0.000105,0.000014,0.000002,0,0,0,0,0.000023,0.000087,0.000024,0.000006,0.000017,0.000003,0,0,0
Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;NA;NA;,0.000019,0.000089,0.000140,0.000017,0.000029,0.000030,0.000048,0.000012,0.000009,0.000011,0.000014,0.000099,0.000027,0.000117,0.000070,0.000016,0.000003,0.000007
Bacteria;Proteobacteria;Betaproteobacteria;Ferrovales;Ferrovaceae;NA;NA;,0.000019,0.000060,0.000105,0.000074,0.000027,0.000028,0.000070,0.000185,0.000100,0.000075,0.000035,0.000018,0.000035,0.000025,0.000030,0.000100,0.000193,0.000136
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae;NA;NA;,0.000019,0.000013,0.000018,0.000040,0.000012,0.000014,0.000051,0.000034,0.000023,0.000094,0.000021,0.000009,0.000022,0.000038,0.000013,0,0.000026,0.000017
Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Bryobacteraceae;NA;NA;,0.000019,0.000016,0.000013,0.000014,0.000019,0.000012,0.000018,0.000031,0.000020,0.000018,0.000010,0.000033,0.000019,0.000017,0.000021,0,0.000039,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Acuticoccaceae;NA;NA;,0.000019,0.000045,0.000039,0.000043,0.000007,0.000014,0.000062,0.000028,0.000029,0.000068,0,0.000012,0.000013,0.000067,0.000008,0,0.000061,0.000014
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;NA;NA;,0.000016,0.000026,0.000026,0.000012,0.000022,0.000005,0.000011,0.000003,0.000006,0.000016,0,0.000054,0.000005,0.000017,0.000013,0,0,0
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;NA;NA;,0.000016,0.000018,0.000035,0.000005,0.000014,0.000005,0.000011,0.000003,0.000009,0,0,0.000024,0,0.000017,0.000005,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;NA;NA;,0.000016,0.000008,0.000013,0.000021,0.000012,0.000012,0.000004,0,0,0.000018,0.000021,0.000009,0.000002,0.000013,0,0,0,0
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;NA;NA;,0.000016,0.000013,0.000048,0.000019,0.000005,0.000047,0.000011,0,0.000011,0.000009,0,0,0.000066,0.000008,0.000016,0.000003,0,0.000003
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Beutenbergiaceae;NA;NA;,0.000016,0.000034,0.000114,0.000024,0.000037,0.000028,0.000055,0.000071,0.000046,0.000011,0.000031,0.000039,0.000064,0.000067,0.000008,0.000013,0.000048,0.000028
Eukaryota;Basidiomycota;Mixiomycetes;Mixiales;Mixiaceae;NA;NA;,0.000016,0.000016,0.000031,0.000002,0.000019,0.000007,0.000007,0,0.000003,0.000002,0.000014,0.000027,0.000006,0.000013,0.000003,0.000003,0,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Eremomycetales;Eremomycetaceae;NA;NA;,0.000016,0.000010,0.000031,0.000005,0.000012,0.000007,0.000004,0.000003,0,0,0.000007,0.000009,0.000002,0.000025,0.000005,0.000003,0,0.000007
Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae;NA;NA;,0.000016,0.000021,0.000009,0.000010,0.000024,0.000005,0.000044,0.000040,0.000066,0.000014,0.000010,0.000009,0.000024,0.000021,0.000011,0.000009,0.000016,0.000031
Eukaryota;Ciliophora;Spirotrichea;Urostylida;Holostichidae;NA;NA;,0.000016,0.000042,0.000018,0.000007,0.000041,0.000002,0.000007,0.000003,0,0.000002,0.000007,0.000051,0,0.000029,0.000008,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;NA;NA;,0.000016,0.000055,0.000044,0.000010,0.000014,0.000009,0.000007,0.000018,0.000006,0.000002,0.000010,0.000045,0.000002,0.000059,0.000016,0.000003,0.000013,0
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Microthrixaceae;NA;NA;,0.000016,0.000010,0.000018,0.000026,0.000007,0.000016,0.000048,0.000046,0.000014,0.000023,0.000021,0.000018,0.000050,0,0.000008,0.000022,0.000042,0.000038
Bacteria;Cyanobacteria;NA;Synechococcales;Coelosphaeriaceae;NA;NA;,0.000016,0.000196,0.000013,0.000010,0.000012,0.000138,0.000007,0.000006,0.000009,0.000009,0.000017,0.000033,0.000145,0.000017,0.000008,0.000003,0.000013,0.000003
Eukaryota;Microsporidia;NA;NA;Amphiacanthidae;NA;NA;,0.000016,0.000034,0.000026,0.000010,0.000020,0.000009,0.000040,0.000003,0.000003,0,0,0.000018,0.000002,0.000096,0.000019,0,0.000010,0.000007
Bacteria;Cyanobacteria;NA;Oscillatoriales;Desertifilaceae;NA;NA;,0.000016,0.000021,0.000009,0.000031,0.000003,0.000007,0.000044,0.000003,0.000014,0.000002,0.000052,0.000045,0.000013,0.000042,0.000005,0,0.000029,0.000014
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Laetiporaceae;NA;NA;,0.000016,0.000013,0.000022,0.000002,0.000007,0,0.000011,0,0.000003,0,0.000007,0.000030,0.000003,0.000025,0.000013,0.000006,0,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiofilaceae;NA;NA;,0.000016,0.000005,0.000074,0.000010,0.000042,0.000009,0.000004,0.000012,0.000034,0.000009,0.000007,0,0.000011,0.000008,0.000003,0.000003,0.000029,0.000003
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;NA;NA;,0.000016,0,0.000009,0.000005,0.000002,0.000009,0.000015,0,0.000009,0.000005,0.000007,0.000003,0.000005,0.000017,0.000003,0,0.000003,0
Bacteria;Proteobacteria;Betaproteobacteria;NA;Casimicrobiaceae;NA;NA;,0.000016,0.000005,0.000035,0.000088,0.000058,0.000028,0.000085,0.000034,0.000051,0.000037,0.000045,0.000015,0.000018,0.000004,0.000008,0.000050,0.000247,0.000098
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;NA;NA;,0.000014,0.000003,0.000004,0.000029,0.000008,0.000019,0.000018,0.000006,0.000054,0.000110,0.000017,0.000015,0.000003,0.000021,0.000011,0.000006,0.000016,0.000059
Eukaryota;Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;NA;NA;,0.000014,0.000073,0.000092,0.000012,0.000024,0.000021,0.000029,0.000524,0.000031,0.000157,0.000031,0.000033,0.000042,0.000050,0.000008,0.000013,0.000026,0.000052
